emotion,tweet
Joy,"selamat pagi, sender! kebetulan alec sesuai banget sama kriteria kamu. dia main fc nya jaehyun terus side fcnya juyeon! dia juga bukan orangnya cuek dingin sama pasangannya, justru dia itu sangat talkative dan suka diskusi banyak hal!”"
Joy,"selamat pagi., salam sehat n bahagia untuk semua"
Joy,"selamat pagi.. tetap semangat, tetap optimis biar bisa bigwin. amin amin"
Joy,"selamat pagii princess!,semangat berkegiatan, tetep jaga kesehatan ya !"
Joy,"selamat pgi jga pak suryo, salam sehat penuh semangat,,"
Joy,"selamat sabtu dan jangan lupa jaga semangat"
Joy,"selamat ulang tahun adekk sehat dan bahagia selalu yaa"
Joy,"selamat ulangtahun bo, semoga sehat terus dan bahagia selalu yaa"
Joy,"semakin didengerin suara gue makin ga enak,gitu kok pengen duet sama jungkook, yang ada nanti dia sawan"
Joy,"semangaatt kak! buat ga dengerin kata orang susah banget emang, tapi saya berdoa semoga kakak punya support syatem yg baik. tetap semangat ya kak, semoga lekas sembuh, gbu"
Joy,"semangat !!"
Joy,"semangat 45 biar bisa upgrade vivo y12 yang udah ngeleg, semoga ada rejeki aamiin"
Joy,"semangat abang"
Joy,"semangat akakk"
Joy,"semangat aktivis rpw"
Joy,"semangat aku"
Joy,"semangat anggun aku jugaa setiap hari pulang jam 3 sore mana bimbel 3 kali seminggu"
Joy,"semangat ay!"
Joy,"semangat ayangg"
Joy,"semangat banget ya"
Joy,"semangat banget"
Joy,"semangat bar2 tanpa takut limit"
Joy,"semangat bebebkuu"
Joy,"semangat ber kerja walaupun masih gini gini aja."
Joy,"semangat bestie"
Joy,"semangat bitt!! good luck, semoga semua urusannya dilancarkan ya, aamiin"
Joy,"semangat biyaa"
Joy,"semangat bro"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan adet"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan adolf"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan agas"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan anna"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan ayaa"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan lita"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan ola"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan raa"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan sebb"
Joy,"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan"
Joy,"semangat buat hari ini! "
Joy,"semangat buat hari ini!"
Joy,"semangat buat hari ini!"
Joy,"semangat buat hari ini, have a great day"
Joy,"semangat buat kamu yang lagi latihan, ya walaupun gak ke notice. semangat"
Joy,"semangat cantik"
Joy,"semangat cari duitnya !"
Joy,"semangat chingu"
Joy,"semangat cii"
Joy,"semangat dan bertambah kuatlah kalian frp_natsud_ frp_lucyheart frp_wendy ~"
Joy,"semangat deh gw"
Joy,"semangat dhii, rest well ya"
Joy,"semangat di pagi hari"
Joy,"semangat diah, yuk bisa yuk buat hari ini. bismillah"
Joy,"semangat dibantu doa"
Joy,"semangat dinda!"
Joy,"semangat dipagi hari"
Joy,"semangat dong ah"
Joy,"semangat dungs, pc & merchku blm dtg jdi hrs tetp semangat"
Joy,"semangat eventnya, cantik."
Joy,"semangat fa"
Joy,"semangat flo "
Joy,"semangat good luck"
Joy,"semangat hari hari masih panjang yang sudah biarlah berlalu alloh tau apa yang terbaik buat aku walaupun itu pahit rasanya sebelum nyawa di cabut sampai tenggorokan tidak ada kata terlambat untuk berubah lebih baik"
Joy,"semangat hari ini!!"
Joy,"semangat hari inii jangan lupa sarapan!!"
Joy,"semangat harinya kak semoga banyak orderan yaa"
Joy,"semangat isah"
Joy,"semangat jalani hidup dengan bahagia yang seperlunya, bersedih dengan seperlunya, dan bersyukur sebanyak-banyaknya"
Joy,"semangat jangan menyerah terus mencolok!!"
Joy,"semangat juga beb"
Joy,"semangat juga mass"
Joy,"semangat ka bitt! semoga sempronya lancar"
Joy,"semangat ka fiony~~ sehat selaluu,we always love you"
Joy,"semangat kak biann"
Joy,"semangat kak ell"
Joy,"semangat kak ica"
Joy,"semangat kak"
Joy,"semangat kak"
Joy,"semangat kak, aku setia menunggu "
Joy,"semangat kak, jangan banyak pikiran dulu ya kak biar imun nya tetap baik kak, banyak minum vitamin kak, ditunggu kabar baik nya kak"
Joy,"semangat kak. sudah terima chat wa dari kemenkes belum. disana ada petunjuk konsul gratis online dan tebus obat."
Joy,"semangat kakak"
Joy,"semangat kalau papa yang pimpin senam."
Joy,"semangat kali yak"
Joy,"semangat kamuu"
Joy,"semangat kementerian bumn pak mentri bumn erick thohir bumn hadir untuk negeri demi pemerataan pembangunan dan kesejahteraan masyarakat indonesia semangat pak,"
Joy,"semangat kerja di hari sabtu"
Joy,"semangat kerjanya ayang"
Joy,"semangat kerjanya!"
Joy,"semangat kerjanyaa"
Joy,"semangat kerkomnya ayra"
Joy,"semangat kk"
Joy,"semangat ktnya"
Joy,"semangat kyoo"
Joy,"semangat lesnya!"
Joy,"semangat mar.."
Joy,"semangat mas bogs"
Joy,"semangat mas"
Joy,"semangat mbak"
Joy,"semangat mbull"
Joy,"semangat membacaa"
Joy,"semangat mencari nafkah untuk baby l nya ya kak. aku doain dari sini semoga selalu diberikan kesehatan yang luar biasa"
Joy,"semangat mengkulii"
Joy,"semangat menjemput rejeki coy"
Joy,"semangat msh pagi,"
Joy,"semangat ngantornyaa"
Joy,"semangat nge ba!"
Joy,"semangat ngerjainnya, have a great day pit!"
Joy,"semangat nguli"
Joy,"semangat nidaa"
Joy,"semangat noona boleh abis ini sekalian bersihin akun gue :-)"
Joy,"semangat noona!"
Joy,"semangat nov"
Joy,"semangat nugasnya fanyaa"
Joy,"semangat nyatetnya plz plz demi bisa kepilih lomba"
Joy,"semangat nyucinya ayah"
Joy,"semangat o.w.l. ya!"
Joy,"semangat okeyy"
Joy,"semangat om"
Joy,"semangat om, podo ae iki kene. lg usum"
Joy,"semangat om.apapun pekerjaannya yg penting halal.jgn menyerah, terus berusaha dan kerja keras.insya allah berhasil"
Joy,"semangat pagi bang.. salam dari madiun."
Joy,"semangat pagi dan tetap indah kan hari nya"
Joy,"semangat pagi juga"
Joy,"semangat pagi"
Joy,"semangat pagi"
Joy,"semangat pagi, jangan lupa sarapan^^"
Joy,"semangat pagi, semoga ada rezeki hari ini"
Joy,"semangat pagi.. semoga hari ini dilimpahkan banyak rejeki.. aamiin"
Joy,"semangat pagii.."
Joy,"semangat pagiku bocil"
Joy,"semangat para atm wlm"
Joy,"semangat pemulihanya sayankk"
Joy,"semangat presidenku.. presiden kita.."
Joy,"semangat puasanya an"
Joy,"semangat puasanya dap!!"
Joy,"semangat qq"
Joy,"semangat rebahan gue mah"
Joy,"semangat sampai punya satelit sendiri khusus keluarga"
Joy,"semangat sayang"
Joy,"semangat semangat haha hihi"
Joy,"semangat semangatt"
Joy,"semangat sender"
Joy,"semangat sender"
Joy,"semangat senpaii"
Joy,"semangat setelah sekian lama nggak pernah event aku kak.. t__t"
Joy,"semangat snmptn"
Joy,"semangat terus berkarya kak!!"
Joy,"semangat terus pejuang receh di pasar"
Joy,"semangat terus ya kak, aku do'ain semoga kakak baik2 aja, percaya aja sama yang di atas, minta perlindungan, dan kalo ada masalah berdoa aja minta pertunjuk untuk jalan keluarnya"
Joy,"semangat terus yaa kakkpastiin udah sesuai s&k yg berlakuu, good luck ^va"
Joy,"semangat teruss kapanpun itu"
Joy,"semangat thor pokoknya semangat"
Joy,"semangat tin"
Joy,"semangat tinaa!!"
Joy,"semangat tinaa"
Joy,"semangat trisya, happy weekend"
Joy,"semangat trus mbull"
Joy,"semangat untuk hari ini"
Joy,"semangat vancaa"
Joy,"semangat wkwk"
Joy,"semangat y yang lain ueueu"
Joy,"semangat ya dirimu tak takut tetap berjuang"
Joy,"semangat ya kak "
Joy,"semangat ya kak nanta!! semoga lancar operasinya terus cepet pulih deh semangat kakak hebat"
Joy,"semangat ya mbak.."
Joy,"semangat ya team, jangan lupa doa dulu setiap sebelum tanding, kalian yg tanding saya yg takut ini soalnya, pokoknya semangat terus, jangan merasa terbebani okay! enjoy your match!"
Joy,"semangat ya"
Joy,"semangat ya, fase fase seperti itu memang luar biasa"
Joy,"semangat ya, fase fase seperti itu memang luar biasa"
Joy,"semangat ya.. jangan mau dijadiin mainan"
Joy,"semangat yaa para pejuang keluarga.. semoga dilancarkan rezekinya yg berkah.aamiin"
Joy,"semangat yaa. banyak penyesalan yg udh terjadi harusnya pada saat ini gaperlu disesali. yuk bisa yuk buat nata lagi hal hal yg lbh baik"
Joy,"semangat yaa.. gpp kok lama dr pd kmu yg cape stress jam tidurnya berkurang nyenengin orang lain itu bagus tp lebih bagus lg nyenengin diri sendiri dlu okaayy"
Joy,"semangat yah"
Joy,"semangat yang mau interview"
Joy,"semangat ych hari ini"
Joy,"semangat zarven."
Joy,"semangat zi"
Joy,"semangat!!"
Joy,"semangat!!"
Joy,"semangat!"
Joy,"semangat"
Joy,"semangat"
Joy,"semangat"
Joy,"semangat"
Joy,"semangat, bestie, aku kerja dulu ya nanti sambung lg"
Joy,"semangat, gua kasih minum nih"
Joy,"semangat, hati-hati dijalan meii!!"
Joy,"semangat, jangan lupa sarapan"
Joy,"semangat, semoga lancar ya"
Joy,"semangat."
Joy,"semangat..! . tetap sehatt. ."
Joy,"semangat.."
Joy,"semangatnya cmn beberapa jam saja, wkwkkw happy taehyun day _21_"
Joy,"semoga bahagia di surga."
Joy,"semoga bisa tercapai ya kak, semangat untuk temennya!"
Joy,"semoga cepat sembuh , ga enak gatal-gatalnya"
Joy,"semoga cepat sembuh pak,, salam untuk keluarga besar. tetap semangat,,"
Joy,"semoga harimu indah seperti langit yang cerah pada hari ini"
Joy,"semoga hasilnya negatif ya kak sha,semangat!!"
Joy,"semoga keterima ya semangat!"
Joy,"semoga lulus ke universitas impian ya, buat temanny semangat!"
Joy,"semoga quarter life crisis segera berlalu yaa~ semangat besteh~~"
Joy,"semoga yang menderita penyakit kanker diangkat penyakitnya dan selalu semangat"
Joy,"semoga! hihi, terima kasih banyak, lisa! itu lagu bucin pokoknya wkwk, tentang cewek yang selalu mau menghabiskan waktunya sama seseorang spesial yang dia suka"
Joy,"semut aja semangat, masa kamu tidak, semangatttt"
Joy,"senang banget dia udah seperti biasa lagi mantappp"
Joy,"senang banget pagi pagi dapat yang manis manis ue ue"
Joy,"senang bangett jimin udh sembuhh"
Joy,"senang bangett"
Joy,"senang bermain salju"
Joy,"senang bgt ya bs mengumrohkan org banyak"
Joy,"senang rasanya sehat kembali makan normal habis smpai bersih piringnya melihat senyum ibu2 semringah seorang penjual"
Joy,"senang rasanya sehat kembali makan normal habis smpai bersih piringnya melihat senyum ibu2 semringah seorang penjual"
Joy,"senasibb wahh ada less semangat yaa kak jepp jangan lupa minum air putih yang banyak!! have a great dayy"
Joy,"seneng banget pagi2 dapet kabar dari ayang"
Joy,"seneng bgt bangun tidur dapet kabar jimin udh sembuh dr covid"
Joy,"seneng deh solonya mark bukan lagu marah marah mentok karena w gasuka lagu marah marah wkwk"
Joy,"seng semangat ah"
Joy,"sepanjang perjalanan hidup ini , terlalu banyak perkara aku lalui banyak juga kenangan yang telah tercipta , aku harap dimasa akan datang aku hidup lebih bahagia ."
Joy,"sepi bgt busyet wkwk"
Joy,"sepi dagangan btw wkwk apa masih imlekan ya wkwkw"
Joy,"seringan apapun masalah, karena malas ia terasa berat.seberat apapun masalah, karna semangat ia bisa diselesaikan & menjadi ringan.pagi =)"
Joy,"sering-sering bikin au taeyong yaakk, seruu! semangat teruss nob"
Joy,"serius enak mas jd nya empuk banget dan wktu di goreng minyak dia ga minyakan jd keset gtu"
Joy,"serius, aku saksi dua orang yang semangat buat terus lanjutkan hidupnya karena kamu. dan itu dua orang yang sangat kusayang dalam hidupku. aku tidak bisa berucap hal lain, selain kata terima kasih."
Joy,"seru banget kadang suka rewatch wkwk 8.5/10"
Joy,"seru bangsat sih"
Joy,"seru tau prenjon zer kdng sedih kdng baper, seru kan"
Joy,"seru ya ternyata nontonin orang bego"
Joy,"setdah salut banget sama sender, aku tak sanggup menjawabnya karena aku di perikanan saja sudah hampir menangis tiap malam pusing tugas + prak haha semangat nder"
Joy,"setuju banget. ak jg orgnya ngantukan suka tbtb merem lg beraktifitas. minum kopi aja udah ga mempan tau2 setengah jam abis ngopi malah ngantuk bukan melek wkwkwkwkw"
Joy,"setuju, lebih puas ajaa"
Joy,"sgt enak"
Joy,"siaapp. semangat sllu yulin"
Joy,"siap sayang!semangat yak!"
Joy,"siap! semangat jugaa"
Joy,"siipp kak, kalo gitu bisa ikutin semua s&k giveaway yg ada di caption postingannya ya. semangat terus! :) ^mc"
Joy,"silky drink yg blue citrus jg enak bgtttt"
Joy,"sing semangat mbake.."
Joy,"soalnya my biggest mistake utbk kemarin aku hopeless duluan, terlalu banyak kekhawatiran kalo aku ga lolos dan itu bikin ga fokus ga enjoy yaa kekhawatiran itu beneran terjadi taun kemarin wkwk semangat buat sendernya ya!! pasti bisaa!!"
Joy,"streaming child pagi pagi enak banget selingannya ssfw sama we go up"
Joy,"streaming nya enjoy sih, soalnya lagunya enak hehe"
Joy,"sudah sampai disini, bahagia pun menanti"
Joy,"suka banget kalo main twt tiba" ada yg random begini . btw makasii sender udah bikin ketawa"
Joy,"suka banget ngeliat luka ngehajar clippers wkwk"
Joy,"suka banget sama dialog ini, simple tapi ngena buat gue pribadi, harus diabadikan /ckrek"
Joy,"suka banget sama lagu bangtan yg film out itu enak banget di telinga gue ada yg sama ga? jangan lupa streaming di semua platform musik ya termasuk yt,i vote for for at the 2022,"
Joy,"suka korea tapi level kebodohan bucin hanya untuk diri sendiri dan gak nyinyir kesukaan orang. so, gw setuju sama ini"
Joy,"sukailah suka, sayangilah sayang, dan cintailah cinta..maka di akhir perjalanan kau temukan kebahagiaan"
Joy,"sukses mion, semangat"
Joy,"sumpah hp gue jadi enak banget tampilanya bersih banget dan smooth for scroll jadi nyaman banget coy"
Joy,"sumpah ini keren banget sebutan komputer manusia karena beliau mempunyai kecepatan yang luar biasa dalam melakukan pekerjaannya sebagai analisis data. kuncinya adalah : tetap menjadi diri sendiri"
Joy,"sumpah no comment. brcnd. temen gue lumayan lama paling lama itungane udah mau tiga tahun apa?so far so good galak banget tapi sumpah keren banget anaknya kreatip dan suportip, suka minum kopi sehari abis dua liter abis itu bilang gabisa tidur :v"
Joy,"susu kenyot, lebih enak minum langsung dari sumbernya"
Joy,"tak ada yang bisa ku lakukan selain melihat dan membuatmu bahagia."
Joy,"tapi "child" enak banget si pas sama suara mark lee"
Joy,"tapi ini enak bgt"
Joy,"tapi itu langitnya cerah"
Joy,"tapi seru juga ya bacain tweet yang kemaren kemaren feeling orang gilanya dapet banget, aku suka ngetawain nasibku sendiri"
Joy,"tapikan asahi.. oh iya asahi orang ngawi .. nghokey"
Joy,"tau aja lu kan jadi malu gw wkwk"
Joy,"team b baku hantam dari awal wkwkwwk emang gak ketemu tetangga tapi jodohnya sama korea:) ngeri" sedap nih, akan ada baku hantam antara pedepokan dubai sama tadika mesra:)"
Joy,"telor dikocok, butter dipanasin di atas teflon, masukin telornya, dorong aja atasnya kagak usah dibalik. jdi yg bawah mateng atasnya agak stengah mateng jdi shiny dan lembut gitu enak dah cobain wkwk"
Joy,"temenku non kpopers tbtb suka lagu ini wkwk terkejuttt wkwk"
Joy,"tengok orang lain bahagia sangat in relationship, jadi ingin"
Joy,"tepuk semangat se ma ngat se~ ma~ ngat~ *yeayy*"
Joy,"terima kasih banyak dyppo nuna. iya lucu, klo aku gk bilang lucu nanti marah nuna wkwk. ayok party tp semuanya buat aku, nuna diem aja duduk manis."
Joy,"terima kasih buat pemilik akun cantik,sudah selalu hadir, mampir, singgah, di saat sedih. di saat letih. di saat suka dan gembira."
Joy,"terima kasih pak ri 1 presidenku tetap semangat ya pak membangun bangsa ri"
Joy,"terima kasih sudah belii semoga suka dan berguna dan membawa berkah yaa"
Joy,"terima kasih sudah berjuang sejauh ini. bertahan sekuat kuatnya. jangan pernah mengeluh. terus berjuang, terus semangat. walau sendiri, jgn bersedih. masih ada tuhan yg mau menemani tiap saat. for me"
Joy,"terima kasihh! aku kemarin sempat down banget karena pertama kali jadi komisi orang gitu. aku takut orang gak suka desain ku sampai sempat stress seharian tapi alhamdulillah dia mau nerima terus dijadiin desain baju jualan dia huhu"
Joy,"terimakasih sllu dukung bang,selamat akhir pekan sehat dn bahagia"
Joy,"terkahir deh, sengaja jg baru update skrng krn waktu itu banyak bngt pikiran smpe mikir takut ga lulus jadi blm berani share, eh aku lulus ternyata bestie hahah. ini beneran terkahir."
Joy,"terlalu dini menjadi tulang punggung keluarga,ya sama.semangat kamu lantas berbahagia apapun kondisinya"
Joy,"terlalu semangat demi dapetin ayang"
Joy,"ternyata abang masih inget dirikyuu jadi pengen malu akyuu"
Joy,"terong ga enak flop bgt"
Joy,"terpujilah blues! tiap birama ketiga contra bass yang memetik kunci kres: dendam sadis disibak, lalu dilepaskan."
Joy,"tersenyumlah mi_christychibi, tinggalkan sedihmu. bahagialah, lupakan takutmu. tetap semangat dan terus menjadi yg terbaik :)"
Joy,"tetangga ku baik baik semua,agak kepoan sih tp masih batas wajar,ga kepo2 banget. suka tolong menolong,murah senyum,pokonya betah deh"
Joy,"thank u ya brill. aku ga nyangka bakal ada yg baca twittku wkwkw. semoga aku semangat melakukan apa aja kecuali scroll2 hp. wkwkq."
Joy,"thank you buat ga nya dom jogja semoga taehyun, member tubatu lainnya, dan moa bahagia selalu,happy taehyun day,_21_,"
Joy,"tuhan, semoga istirahatku malam ini kau damaikan, dan pagiku kau indahkan dengan harapan dan semangat baru. aamiin"
Joy,"turut berdukacita kak, semangat! big hug for u"
Joy,"uaa naf thank youu!! wowkwow tentu saja pastinya dong"
Joy,"udah dong! sekarang akunku aman banget, tapi kadang masih suka takut kalau ngetweet tiba tiba gak bisa kekirim. : c tapi kayaknya itumah sinyal. anyway, semangat untuk hari ini!"
Joy,"udah kayaknya segitu aja review (pantas disebut review ga sih?) atau kesan yang gw rasain selama nonton snowdrop gw ga spoiler terlalu banyak jadi moga pas nonton tetep bisa kaget dan kesel wkwk since its one of must watch drama too! ^^"
Joy,"udah puas bgt itu mam seblak"
Joy,"udah semangat lagi kan, chaeyi?"
Joy,"udh solo stan masih aja dukungnya stengah stengah wkwk apa rasanya faves kalian lebih sayang sama member yang kalian ga suka?? lol wkwkwk"
Joy,"ujan teruss enak"
Joy,"ujan2 mcam ini enak ngezoo ah.."
Joy,"untuk perempuan yang apa apa biasa sendiri kalian luar biasa semoga diberi kesehatan jasmani dan rohani semangat !"
Joy,"untung aja bener, jadi ga malu-maluin"
Joy,"ututu semangat bum, aku masih lama.. 7 maret"
Joy,"uwah semangat, besok lusa ya"
Joy,"video taehyun favoritku yg ada digaleri kalo lg sedih, liat video ini bikin moodku membaik. kyk ada magic(?) pokonya pas nonton auto senyum2 dan kepalaku ikut goyang makasih byk yg udh ngedit ini. tyunie disini gemes bgt _21_"
Joy,"w ngerasa cringe bgt anjir dr kmrn, kayak mau ngetik kak tuh a nya suka ilang jd kk emg sama aja si.. cm kan kesannya baku banget kyak w ngetik kakak tp di singkat jd kk hehe, kocak and ngakak deh pokknya"
Joy,"waa enak tuu, semoga libur mu bahagia yaa!~"
Joy,"waah enak betul baru bangun hehe, ayo cepet bangun trus mandi"
Joy,"waduh, yg wangi2 bayi sih enak. kaya zwitsal"
Joy,"wah sekolah? semangat yaa"
Joy,"wah selamat"
Joy,"wah, ikut senang. selamat ulang tahun sender! boleh aku pakai twibbonnya juga?"
Joy,"wahaha syukur ye gajadi malu"
Joy,"wahh semangat nge-date bestie"
Joy,"wahh semangat uprak ny kakk:d"
Joy,"wahh semangat yaa"
Joy,"wahh suka sama tanaman ya om? sama kaya ibu aku. kadang emang gitu om, kalau sama2 sibuk atau salah satunya sibuk jarang banget ketemu. kalau nanti jadi ketemu sama adiknya titip salam ya om, semangat menjalani harinya. anw, enjoy your day om"
Joy,"wajibb. nyak dulu ambil karna takut abis hahahahahaha"
Joy,"waktu kecil suka banget ngomongi masa depan ke teman teman, eh udah gede malah suka ngomongin teman. ngakaakk"
Joy,"walah ak bantu pke semangat!!"
Joy,"wauww seneng dong wan bacot mau ngapain saja sdh bebas : bkr pasang naturalisasi bgn klaster2 smr resapan demo setiap hari buat sirkuit di monas ngecat atap2 rmh warga buat tugu2 sepatu beriklan mangkrak tugu sepeda keren, bebas mau ngapain saja"
Joy,"wedang jahe buatan w enak bet"
Joy,"wih kereen. mauu. keliatannya enak semangkanya disendokin gitu. berasa kayak di drama cina"
Joy,"wihh semangat pkl nya onad! dah sarapan lums? kalo lums sarapan dulu yaa, have a nice day "
Joy,"wikk semangat syg! jgn lupa makan"
Joy,"wkejwkk tengkyu aisy kayaknya biasa ajah dech :d 3"
Joy,"wkskwkw aku juga pernahh jadinya sampe gabisa buat buka galeri ya allah cape banget ya hp penuh tuh, wkskwk semangat anya bersih bersihnya wkwkw hapus apk yang udah ga dipake aja"
Joy,"wkwk benerr daripada bilang semangat, ajak liburan yuk"
Joy,"wkwk kenapa harus malu? kocak wkwk"
Joy,"wkwk padahal kemaren gw dah siap siap nahan malu, untung gajadi"
Joy,"wkwk panik u?"
Joy,"wkwk sama bangga banget merasa bener nebak jeongwoo walaupun sempet ragu sama bahunya tapi yakin suara jeongwoo"
Joy,"wkwkkw ayo semangat pantang mundur"
Joy,"wkwkkw bego haha"
Joy,"wkwkkw ga jadi malu sefandom"
Joy,"wkwkw puas bgt"
Joy,"wkwkw ya gitu nder ldr susah wkwk. dia dari awal nge dm cewe aja sala. lah ini malah marah sama lu, marah balik lah jangan diem doang"
Joy,"wkwkwakw ada kambing yg marah.."
Joy,"wkwkwk bangsat"
Joy,"wkwkwk biarkan saja, yg penting dia bisa bahagia"
Joy,"wkwkwk gk marah padahal"
Joy,"wkwkwk inget banget sama video ini, yg namjin muji penampilan hobi terus ada juga pas video jungkook muji kalau hobi hari itu ganteng banget gak kayak biasanya, sampe malu anaknya i vote for at the 2022"
Joy,"wkwkwk lu sih tolol"
Joy,"wkwkwk mana uah mau end kan. emg si adnan suka banget bikin kita kepikiran. wkwkkw"
Joy,"wkwkwk santai aja ayok mutualan sini"
Joy,"wkwkwkkwkwk semangat nguli, cla"
Joy,"wkwkww kadang mo ngelarang nyanyi dia nya dah kepede en dlasal bunyi aja , asbun.. dan bahagia buat dia"
Joy,"woi ternyata karna akun aku di privat makanya ilang hhahaahahahah maapfin aku twitter!! akunya bego"
Joy,"wonya dia santai tapi kena ke semua otot. mantap."
Joy,"woo, semangat jalani harii!! hv a sweet saturday"
Joy,"wow hari ini rasa rajin banget. belanja ke pasar terus bikin ebi furai nge-recook resepnya ci devina hermawan. untung berhasi dan enak, jadi semua orang rumah suka."
Joy,"wow sangat berbeda hahah, semoga hari sabtunya ikutan cerah juga"
Joy,"wuihh luar biasa"
Joy,"y pgi pgi luar biasa"
Joy,"ya allah baru bangun dapat kabar baik alhamdulillah jimin kamu udah (-) cvd-19 udah boleh pulang juga , banyak" istirahat ya sayang semoga bisa pulih secepatnya dan bisa nyapa army lagi , i love you jiminie"
Joy,"ya allah berkati, bahagia hmi.."
Joy,"ya allah exol makin banyak. seneng banget deh rasanya. even mereka hiatus pun masih banyak yang suka"
Joy,"ya itu binghe emangnya syp lagi kk aku gatau siapa" ya buat km, sp lg coba mutualku kalo mau kasih temen juga gk mungkin, mrk lbh suka dikasi boba daripada gambaran ku wkwk"
Joy,"ya ngakak ya sedih enjoy aja"
Joy,"ya udah, semangat buat hari ini"
Joy,"yaaaa rumah sepi. mari kita party wakwakk"
Joy,"yaallah kabar baik bismillah yaallah ini jalannya"
Joy,"yakan, semangat ngapalin treasure nya"
Joy,"yang diharapkan itu pacaran dengan langgeng dan bahagia, kalaupun sekalinya menjadi mantan aku ingin kita menjadi teman bukannya musuh."
Joy,"yang semangat, cantik"
Joy,"yash, seneng banget hari ini dapet kabar jimin sembuh! i vote for for at the 2022"
Joy,"yaudah semangat"
Joy,"yay, nonton sendiri lebih enak."
Joy,"yeahh, aku akan semangat"
Joy,"yesssssss ga sepi"
Joy,"yey ada kabar baik pagi ini. love you jiminie"
Joy,"yg aku suka dari idexpress ada nama kurirnya, mana cepet banget njirr"
Joy,"yh semangat"
Joy,"yo enak seh gawe tandang gawe ndang mari"
Joy,"yok semangat yok kaa xixi"
Joy,"yok semangat yok"
Joy,"yok semangat yooooooook"
Joy,"yosh semangat teruus! maacii asmakdoen pantjen ouye! semangat jg buat elu maakk, penasaran nih w sama hari senin lu nanti :d"
Joy,"you termasuk lagu japan album kn ya? dlu sempet kaget pas denger. kek ga ada abis2nya nemuin lagu bagus di pentagon"
Joy,"yuhuu semangat pagi yaww kak dan happy weekendd ^yn"
Joy,"yuhuu semangat sabtuu"
Joy,"yuk istirahat lebih cepat semoga besok dapat kabar baik"
Joy,"yuk kak tamatin , semangat !"
Joy,"yuk semangat yuk!"
Joy,"yukk semangat ngeba"
Joy,"yukk semangat yukk walaupun badan lagi kurang fit"
Joy,"yukk, semangat nih"
Joy,"yuuta t_____t semangat di sendai"
Love," apa yang lo suka dari suju? | semuanya, persahabatan mreka, cinta kasih mereka, kebaikan mereka, kesempurnaan mereka,& kerendahan hati mreka"
Love,":( suka banget sama pemilihan katanya, indah banget huhu"
Love,"[fakta melody] melody suka menanam pohon, maka dari itu dia ambil jurusan pertanian, biar bisa menanam benih cinta gue ke dia"
Love,"3. parfum junkyu from !! aa waktu itu liat teel banyak yang suka dan beli parfum ini, jadi kepo kann tapi ternyata saldo spay ga cukup eh ada orang baik yang mau co-in parfumnya aa seneng. wanginya enak banget plis"
Love,"8/10, aku belum baca webtoonnya tapi suka banget sama drama ini. seruu banget sampe udah rewatch berkali2, tapi sayang endingnya gajelas"
Love,"aa gracee sayangengga berto suka banget setiap di taggini huhu. makasi graceeberto baik kok, gracee juga jaga kesehatan yaa. semangat terus sayangkuberto sayang gracee bangett!!"
Love,"aa lucu bgt sannie kalo takut matanya jadi gedee, imutttt :3"
Love,"aa suka banget senyum tae disini anwjjsjjw sayang sayang bangett."
Love,"aaa beneran suka sama inii. awalnya tau grgr tmn sma di kls 10, trs penasaran dan ketemu prelovednya di 2020. seru banget pokoknya.. gemes sm r yg bungsuu"
Love,"aaa manis banget narasinyaa , suka suka aplgi sambil dengerin give me your forever"
Love,"aaaa habede eonnie yang selalu awet mudaa! suka banget sama dia dan drakor yang pernah dia mainin, sukses terus yaa eonnie!"
Love,"aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget"
Love,"aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene"
Love,"aakk ini bagus banget sumpahh aku suka banget sama penyelesaian konfliknya di buku terakhir"
Love,"ada juga anakku yang namanya nalle! dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda"
Love,"ada yang suka sama bill skasgard reply sama favorit movie dong, gue lagi nunggu banget doi adu peran di "boys kills word" sama yayan ruhiyan perannya jadi bisu dan tuli mvs"
Love,"adek kok tau bangetsuka di ajak jalan2 sama member adek ke kebun binatang yah?"
Love,"agatha chelsea cantik bangett suka banget liatnya"
